-73.751,40.663,2
-73.752,40.732,4
-73.76,40.687,4
-73.76,40.713,2
-73.761,40.646,2
-73.777,40.649,8
-73.781,40.648,170
-73.781,40.666,2
-73.782,40.661,8
-73.782,40.67,2
-73.784,40.616,2
-73.784,40.652,12
-73.784,40.65,98
-73.785,40.648,362
-73.785,40.666,10
-73.786,40.643,2
-73.786,40.661,8
-73.787,40.657,6
-73.788,40.645,64
-73.788,40.65,1090
-73.788,40.681,2
-73.789,40.659,2
-73.79,40.655,90
-73.79,40.736,2
-73.791,40.649,808
-73.791,40.685,2
-73.792,40.644,2226
-73.793,40.658,70
-73.794,40.653,544
-73.795,40.649,854
-73.795,40.65,460
-73.795,40.667,1
-73.796,40.644,110
-73.796,40.662,8
-73.797,40.658,136
-73.798,40.653,252
-73.799,40.65,716
-73.799,40.678,2
-73.8,40.659,110
-73.8,40.66,138
-73.801,40.643,2
-73.801,40.661,102
-73.802,40.657,220
-73.802,40.675,2
-73.802,40.693,1
-73.803,40.652,450
-73.804,40.648,226
-73.804,40.666,54
-73.805,40.654,386
-73.805,40.672,16
-73.806,40.668,62
-73.806,40.686,4
-73.807,40.645,8
-73.807,40.663,52
-73.807,40.69,2
-73.808,40.659,200
-73.809,40.654,200
-73.809,40.672,22
-73.81,40.663,150
-73.811,40.644,20
-73.811,40.662,142
-73.811,40.66,198
-73.811,40.707,2
-73.812,40.658,146
-73.812,40.676,2
-73.813,40.653,106
-73.813,40.671,22
-73.814,40.649,36
-73.814,40.667,56
-73.814,40.685,4
-73.815,40.644,6
-73.815,40.662,122
-73.815,40.743,4
-73.816,40.658,140
-73.816,40.676,36
-73.817,40.646,2
-73.817,40.664,104
-73.818,40.678,26
-73.818,40.722,2
-73.819,40.655,60
-73.819,40.673,48
-73.819,40.691,2
-73.819,40.754,2
-73.82,40.659,88
-73.82,40.66,76
-73.82,40.677,16
-73.821,40.663,126
-73.821,40.681,8
-73.822,40.659,68
-73.822,40.66,84
-73.822,40.677,24
-73.822,40.695,4
-73.822,40.703,6
-73.823,40.654,36
-73.823,40.672,26
-73.824,40.668,52
-73.825,40.645,8
-73.825,40.663,58
-73.825,40.681,14
-73.825,40.69,6
-73.826,40.659,64
-73.826,40.677,12
-73.826,40.695,2
-73.826,40.703,2
-73.827,40.654,4
-73.827,40.672,98
-73.828,40.679,30
-73.829,40.656,16
-73.829,40.674,88
-73.829,40.692,6
-73.829,40.69,2
-73.83,40.629,2
-73.83,40.665,30
-73.83,40.683,10
-73.831,40.664,32
-73.831,40.682,6
-73.831,40.709,2
-73.831,40.745,2
-73.832,40.678,16
-73.832,40.696,2
-73.832,40.759,4
-73.833,40.655,10
-73.833,40.66,22
-73.833,40.673,34
-73.833,40.691,4
-73.833,40.718,6
-73.834,40.669,24
-73.834,40.687,4
-73.835,40.664,38
-73.835,40.682,26
-73.835,40.709,2
-73.836,40.678,32
-73.836,40.696,2
-73.836,40.69,12
-73.836,40.704,2
-73.837,40.637,4
-73.837,40.655,14
-73.837,40.673,22
-73.837,40.691,12
-73.837,40.718,4
-73.838,40.632,2
-73.838,40.669,50
-73.838,40.687,20
-73.838,40.713,2
-73.839,40.646,2
-73.839,40.664,20
-73.839,40.682,50
-73.839,40.727,8
-73.84,40.679,32
-73.84,40.697,4
-73.84,40.705,2
-73.841,40.647,2
-73.841,40.665,18
-73.841,40.683,24
-73.841,40.728,4
-73.842,40.642,2
-73.842,40.679,24
-73.842,40.697,4
-73.842,40.723,2
-73.843,40.656,8
-73.843,40.674,34
-73.843,40.692,2
-73.843,40.719,4
-73.844,40.651,2
-73.844,40.66,8
-73.844,40.688,12
-73.844,40.769,2
-73.845,40.665,6
-73.845,40.683,32
-73.845,40.728,6
-73.846,40.679,38
-73.846,40.697,6
-73.846,40.723,2
-73.846,40.741,2
-73.846,40.822,1
-73.847,40.638,4
-73.847,40.656,6
-73.847,40.674,6
-73.847,40.692,8
-73.847,40.69,10
-73.847,40.719,2
-73.847,40.737,4
-73.847,40.755,2
-73.848,40.651,4
-73.848,40.688,26
-73.848,40.714,4
-73.848,40.732,2
-73.849,40.665,6
-73.849,40.683,38
-73.849,40.746,2
-73.85,40.656,6
-73.85,40.674,32
-73.85,40.692,36
-73.85,40.69,18
-73.85,40.719,4
-73.85,40.737,10
-73.85,40.7,6
-73.851,40.655,16
-73.851,40.66,18
-73.851,40.673,24
-73.851,40.691,6
-73.851,40.718,2
-73.851,40.772,4
-73.852,40.669,8
-73.852,40.687,22
-73.852,40.731,2
-73.853,40.657,12
-73.853,40.675,34
-73.853,40.693,16
-73.853,40.738,2
-73.854,40.689,10
-73.854,40.751,2
-73.854,40.7,2
-73.855,40.666,6
-73.855,40.66,10
-73.855,40.684,26
-73.855,40.747,6
-73.855,40.765,2
-73.856,40.643,4
-73.856,40.661,8
-73.856,40.698,2
-73.856,40.706,12
-73.856,40.724,18
-73.856,40.805,2
-73.857,40.657,2
-73.857,40.675,14
-73.857,40.693,6
-73.857,40.701,4
-73.857,40.738,2
-73.858,40.689,10
-73.858,40.69,18
-73.858,40.715,2
-73.859,40.666,2
-73.859,40.684,32
-73.859,40.729,6
-73.859,40.73,2
-73.859,40.765,6
-73.86,40.688,20
-73.86,40.714,8
-73.86,40.73,2
-73.861,40.656,4
-73.861,40.674,12
-73.861,40.692,20
-73.862,40.66,2
-73.862,40.688,42
-73.862,40.714,8
-73.862,40.769,14
-73.863,40.647,2
-73.863,40.665,2
-73.863,40.683,2
-73.863,40.728,2
-73.864,40.642,4
-73.864,40.679,28
-73.864,40.697,14
-73.864,40.705,4
-73.864,40.723,6
-73.864,40.741,2
-73.864,40.75,4
-73.865,40.667,2
-73.865,40.685,14
-73.865,40.711,4
-73.865,40.766,38
-73.866,40.662,6
-73.866,40.707,10
-73.866,40.725,4
-73.867,40.658,4
-73.867,40.676,10
-73.867,40.694,10
-73.867,40.702,10
-73.867,40.757,6
-73.868,40.635,2
-73.868,40.671,14
-73.868,40.716,10
-73.868,40.734,10
-73.868,40.752,4
-73.869,40.685,14
-73.869,40.69,14
-73.869,40.748,2
-73.869,40.766,30
-73.87,40.665,4
-73.87,40.683,28
-73.87,40.728,16
-73.87,40.764,48
-73.87,40.782,2
-73.871,40.657,2
-73.871,40.675,6
-73.871,40.68,4
-73.871,40.693,14
-73.871,40.701,8
-73.871,40.738,3
-73.871,40.756,10
-73.871,40.774,3195
-73.871,40.837,2
-73.872,40.652,2
-73.872,40.689,6
-73.872,40.715,10
-73.872,40.733,4
-73.872,40.751,6
-73.873,40.684,30
-73.873,40.729,22
-73.873,40.747,2
-73.873,40.765,45
-73.874,40.661,4
-73.874,40.698,2
-73.874,40.706,22
-73.874,40.724,4
-73.875,40.639,2
-73.875,40.675,2
-73.875,40.693,8
-73.875,40.701,28
-73.875,40.738,6
-73.875,40.756,6
-73.875,40.774,3687
-73.876,40.663,2
-73.876,40.681,14
-73.876,40.708,16
-73.876,40.762,26
-73.877,40.659,22
-73.877,40.66,2
-73.877,40.677,6
-73.877,40.695,10
-73.877,40.703,12
-73.877,40.721,8
-73.877,40.758,51
-73.877,40.776,10
-73.878,40.672,4
-73.878,40.717,4
-73.878,40.735,2
-73.878,40.753,4
-73.878,40.771,734
-73.879,40.64,2
-73.879,40.668,6
-73.879,40.686,12
-73.879,40.712,8
-73.879,40.749,4
-73.879,40.767,330
-73.88,40.679,2
-73.88,40.697,16
-73.88,40.705,14
-73.88,40.723,6
-73.88,40.741,20
-73.88,40.778,2
-73.88,40.877,2
-73.881,40.658,6
-73.881,40.676,10
-73.881,40.694,6
-73.881,40.702,18
-73.881,40.739,6
-73.881,40.757,2
-73.881,40.775,76
-73.882,40.716,10
-73.882,40.734,10
-73.882,40.752,58
-73.882,40.75,7
-73.883,40.667,2
-73.883,40.685,8
-73.883,40.711,2
-73.883,40.748,10
-73.883,40.766,176
-73.884,40.644,4
-73.884,40.66,6
-73.884,40.699,8
-73.884,40.707,24
-73.884,40.725,36
-73.884,40.743,28
-73.884,40.761,80
-73.885,40.694,8
-73.885,40.702,20
-73.885,40.739,26
-73.885,40.757,10
-73.885,40.775,10
-73.886,40.716,6
-73.886,40.734,14
-73.886,40.752,30
-73.886,40.75,6
-73.887,40.667,2
-73.887,40.685,20
-73.887,40.711,6
-73.887,40.748,36
-73.887,40.766,90
-73.887,40.784,2
-73.888,40.673,2
-73.888,40.691,18
-73.888,40.718,16
-73.888,40.736,16
-73.888,40.754,52
-73.888,40.772,104
-73.888,40.817,2
-73.889,40.669,4
-73.889,40.687,12
-73.889,40.713,4
-73.889,40.731,22
-73.889,40.768,94
-73.889,40.786,2
